DOORS ID,Taipei Circle Line Alarm List (English),Taipei Circle Line Alarm List (Chinese),TWC,CBTC,WSP,MLK,Core,LATS,PSD,SCADA,PSIS,VHD,ALARM EQUATE,Alarm Description (English),Alarm Description (Chinese),Alarm Code Prefix,PRI,Train Status,Territory-Based Y/N,Routing,ACK Policy,Inactive Policy,Inactive Condition,Source Mapping,Subsystem ,Feature,Related Work Item,"""Fixed"" 
Release(s)",Notes
ATS_GA_AL-231,<PVID><TID> At <TRACKING LOC>: Emergency Braking by Mushroom Side B Activation,,,,,,,,,,,X,TTT_OBSI_FLDC_BRAKES_MUSHBEMERBRAKE_ON,The FLDC has reported that emergency braking has been activated from the Mushroom button on Side B.,,R050,2,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-233,<PVID><TID> At <TRACKING LOC>: Three or More Bogies With Mechanical Brake Excluded by Auxiliary Release Unit,,,,,,,,,,,X,TTT_OBSI_FLDC_BRAKES_THREEBRAKESFAILEDTOREL_ON,The FLDC has reported that 3 or more bogies have been mechanically excluded by the Auxiliary Release Unit.,,R052,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-234,<PVID><TID> At <TRACKING LOC>: Two Bogies With Mechanical Brake Excluded by Auxiliary Release Unit,,,,,,,,,,,X,TTT_OBSI_FLDC_BRAKES_TWOBRAKESFAILEDTOREL_ON,The FLDC has reported that 2 bogies have been mechanically excluded by the Auxiliary Release Unit.,,R053,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-235,<PVID><TID> At <TRACKING LOC>: Major Fault Of Two Or More BCUs,,,,,,,,,,,X,TTT_OBSI_FLDC_BRAKES_TWOORMOREBCUMAJORFAULT_ON,The FLDC has reported that there is a major fault of 2 or more BCUs on a train.,,R054,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-236,<PVID><TID> At <TRACKING LOC>: DBU Major Fault On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_DBU_CARaMAJORFAULT_ON,The FLDC has reported that a major failure with the DBU.,,R057,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-237,<PVID><TID> At <TRACKING LOC>: DBU Software Incongruity,,,,,,,,,,,X,TTT_OBSI_FLDC_DBU_DBUSWINCONGRUITY_ON,The FLDC has reported that there is a DBU (Dynamic Brake Unit) software incongruity.,,R058,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-238,<PVID><TID> At <TRACKING LOC>: DCU Software Incongruity,,,,,,,,,,,X,TTT_OBSI_FLDC_DOORS_DCUSWINCONGRUITY_ON,The FLDC has reported that there is a DCU software incongruity.,,R059,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-239,<PVID><TID> At <TRACKING LOC>: Door Failsafe Controller Activated,,,,,,,,,,,X,TTT_OBSI_FLDC_DOORS_FAILSAFECONTROLLERACTIVATED_ON,The FLDC has reported that the door Failsafe Controller has been activated.,,R060,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-241,<PVID><TID> At <TRACKING LOC>: Emergency Release Handle Is Activated For Door <DOORLnn> On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_DOORS_LnnCARaEMERRELHANDACT_ON,The FLDC has reported that a door has an internal/external Door Emergency Release Handle activation.,,R061,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-254,<PVID><TID> At <TRACKING LOC>: Passenger Emergency Stop Handle Is Activated For Door <DOORRnn> On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_DOORS_RnnCARaPASSEMERSTOPHANDACT_ON,The FLDC has reported that a Passenger Emergency Stop Handle has been activated.,,R062,2,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-244,<PVID><TID> At <TRACKING LOC>: Door <DOORLnn> Must Be Isolated On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_DOORS_LnnCARaISOLATED_ON,The FLDC has reported that a door must be isolated.,,R063,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-252,<PVID><TID> At <TRACKING LOC>: Door <DOORRnn> Must Be Isolated On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_DOORS_RnnCARaISOLATED_ON,The FLDC has reported that a door must be isolated.,,R064,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-245,<PVID><TID> At <TRACKING LOC>: Door <DOORLnn> Is Out Of Service On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_DOORS_LnnCARaOUTOFSERVICE_ON,Alarm generated when a train door is reporting out of service. ,,R065,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,Door is Out of Service (Mechanical Isolation)  no longer reported.,FLDC,RS,Additional Onboard and Vehicle Status to be Displayed to the Train Dispatcher,3347,4.8,
ATS_GA_AL-253,<PVID><TID> At <TRACKING LOC>: Door <DOORRnn> Is Out Of Service On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_DOORS_RnnCARaOUTOFSERVICE_ON,Alarm generated when a train door is reporting out of service. ,,R066,4,NA,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,Door is Out of Service (Mechanical Isolation)  no longer reported.,CBTC Message Type 184,RS,Additional Onboard and Vehicle Status to be Displayed to the Train Dispatcher,3347,4.8,
ATS_GA_AL-247,<PVID><TID> At <TRACKING LOC>: Unexpected Opening Is Detected For Door <DOOLnn> On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_DOORS_LnnCARaUNPLANNEDOPENING_ON,The FLDC has reported that a door is not in a closed/locked state when it is not enabled.,,R067,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-255,<PVID><TID> At <TRACKING LOC>: Unexpected Opening Is Detected For Door <DOORnn> On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_DOORS_RnnCARaUNPLANNEDOPENING_ON,The FLDC has reported that a door is not in a closed/locked state when it is not enabled.,,R068,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-246,<PVID><TID> At <TRACKING LOC>: Passenger Emergency Stop Handle Is Activated For Door <DOORLnn> On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_DOORS_LnnCARaPASSEMERSTOPHANDACT_ON,The FLDC has reported that a Passenger Emergency Stop Handle has been activated.,,R069,2,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-249,<PVID><TID> At <TRACKING LOC>: Emergency Release Handle Is Activated For Door <DOORRnn> On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_DOORS_RnnCARaEMERRELHANDACT_ON,The FLDC has reported that a door has an internal/external Door Emergency Release Handle activation.,,R070,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-242,<PVID><TID> At <TRACKING LOC>: Door <DOORLnn> Is Obstructed On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_DOORS_LnnCARaFAILEDTOCLOSE_ON,The FLDC has reported that a door has been obstructed.,,R071,4,NA,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Automatic,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-250,<PVID><TID> At <TRACKING LOC>: Door <DOORRnn> Is Obstructed On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_DOORS_RnnCARaFAILEDTOCLOSE_ON,The FLDC has reported that a door has been obstructed.,,R072,4,NA,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Automatic,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-240,<PVID><TID> At <TRACKING LOC>: Emergency Handle Device Failure Is Detected For Door <DOORLnn> On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_DOORS_LnnCARaEMERHANDDEVFAIL_ON,The FLDC has reported that a door has an Emergency Handle Device Failure.,,R073,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-248,<PVID><TID> At <TRACKING LOC>: Emergency Handle Device Failure Is Detected For Door <DOORRnn> On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_DOORS_RnnCARaEMERHANDDEVFAIL_ON,The FLDC has reported that a door has an Emergency Handle Device Failure.,,R074,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-243,<PVID><TID> At <TRACKING LOC>: Door <DOORLnn> Is Still Obstructed After Three Attempts On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_DOORS_LnnCARaFAILEDTOCLOSE3TIMES_ON,The FLDC has reported that a door is still obstructed after 3 attempts to close.,,R075,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-251,<PVID><TID> At <TRACKING LOC>: Door <DOORRnn> Is Still Obstructed After Three Attempts On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_DOORS_RnnCARaFAILEDTOCLOSE3TIMES_ON,The FLDC has reported that a door is still obstructed after 3 attempts to close.,,R076,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-256,<PVID><TID> At <TRACKING LOC>: Fire Detected At Area 12 Air Inlet,,,,,,,,,,,X,TTT_OBSI_FLDC_FIREDET_AREAEXT12AIRINLETFIREDETECTED_ON,The FLDC has reported that a fire has been detected at the air inlet (External Area 12).,,R077,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-257,<PVID><TID> At <TRACKING LOC>: At <LOCATION><DEVICE>: Pre Fire Alarm Detected On Cars <CARa>a/<CARa>b,,,,,,,,,,,X,TTT_OBSI_FLDC_FIREDET_CARa/bFIREDETECTEDPREALARM_ON,The FLDC has reported that a pre-fire alarm has been detected.,,R078,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-258,<PVID><TID> At <TRACKING LOC>: Fire/Smoke/High Temperature Detected In Cabinet IR On  Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_FIREDET_CARaCABIRFIRESMOKETEMP_ON,The FLDC has reported that a fire/smoke/high temperature has been detected.,,R079,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-259,<PVID><TID> At <TRACKING LOC>: Fire/Smoke/High Temperature Detected In Cabinet TC On  Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_FIREDET_CARaCABTCFIRESMOKETEMP_ON,Alarm generated when Fire/Smoke/High Temperature Detected In Cabinet TC is reported.,,R080,4,Minor,N,"Dispatcher, SysManager, Supervisor, Instructor, Trainee",default,default,default,FLDC,RS,NA,NA,CORE,
ATS_GA_AL-260,<PVID><TID> At <TRACKING LOC>: Pre Fire Alarm Detected On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_FIREDET_CARaFIREDETECTEDPREALARM_ON,The FLDC has reported that a pre-fire alarm has been detected.,,R081,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-261,<PVID><TID> At <TRACKING LOC>: Fire/Smoke/High Temperature Detected In Saloon On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_FIREDET_CARaSALOONFIRESMOKETEMP_ON,Alarm generated when Fire/Smoke/High Temperature Detected In Saloon is reported.,,R082,4,Minor,N,"Dispatcher, SysManager, Supervisor, Instructor, Trainee",default,default,default,FLDC,RS,NA,NA,CORE,
ATS_GA_AL-262,<PVID><TID> At <TRACKING LOC>: FDU Software Incongruity,,,,,,,,,,,X,TTT_OBSI_FLDC_FIREDET_FDUSWINCONGRUITY_ON,The FLDC has reported that there is a FDU (Fire Detection Unit) software incongruity.,,R083,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-263,<PVID><TID> At <TRACKING LOC>: HVU Major Fault On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_HEATVENT_CARaMAJORFAULT_ON,The FLDC has reported that there is a major failure on a HVU.,,R084,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-264,<PVID><TID> At <TRACKING LOC>: HVU Software Incongruity,,,,,,,,,,,X,TTT_OBSI_FLDC_HEATVENT_HVUSWINCONGRUITY_ON,The FLDC has reported that there is a HVU software incongruity.,,R085,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-265,<PVID><TID> At <TRACKING LOC>: Two Or More Cars with Emergency Ventilation Failures,,,,,,,,,,,X,TTT_OBSI_FLDC_HEATVENT_TWOORMOREEMERVENTFAILURE_ON,The FLDC has reported that there are 2 or more cars with emergency ventilation failures.,,R086,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-266,<PVID><TID> At <TRACKING LOC>: Derailment Detected On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_LCUCCU_CARaDERAILMENT_ON,Alarm generated when FLDC detects a derailment for Cara,,R087,1,Minor,N,"Dispatcher, Supervisor, Maintainer, Instructor, Trainee",Manual,Inactive Condition,Train Derailment is no longer reported.,"CBTC Message Type 174",RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-267,<PVID><TID> At <TRACKING LOC>: LCU Master Failure On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_LCUCCU_CARaMASTERFAIL_ON,The FLDC has reported that there is a failure with the LCU that is master.,,R088,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-268,<PVID><TID> At <TRACKING LOC>:  Obstacle Detected By  Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_LCUCCU_CARaOBSTACLE_ON,The FLDC has reported that an obstacle has been detected.  This is detected by the TMS.,,R089,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-269,<PVID><TID> At <TRACKING LOC>: LCU Standby Failure On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_LCUCCU_CARaSTANDBYFAIL_ON,The FLDC has reported that there is a failure with the LCU that is in standby.,,R090,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-270,<PVID><TID> At <TRACKING LOC>: CCU Software Incongruity,,,,,,,,,,,X,TTT_OBSI_FLDC_LCUCCU_CCUSWINCONGRUITY_ON,The FLDC has reported that there is a CCU (Carborne Controller Unit) software incongruity.,,R091,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-271,<PVID><TID> At <TRACKING LOC>: Potential Impacts on Rescue Operation,,,,,,,,,,,X,TTT_OBSI_FLDC_LCUCCU_IMPACTSONRESCUEOP_ON,The FLDC has reported that there are potential impacts on rescue operation.  This is detected when 6F11 contactor is open when coupled.,,R092,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-272,<PVID><TID> At <TRACKING LOC>: LCU Software Incongruity,,,,,,,,,,,X,TTT_OBSI_FLDC_LCUCCU_LCUSWINCONGRUITY_ON,The FLDC has reported that there is a LCU (Local Control Unit) software incongruity.,,R093,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-273,<PVID><TID> At <TRACKING LOC>: CCU Master Failure,,,,,,,,,,,X,TTT_OBSI_FLDC_LCUCCU_MASTERFAIL_ON,The FLDC has reported that there is a failure with the CCU that is master.,,R094,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-274,<PVID><TID> At <TRACKING LOC>: <LOCATION> CCU MVB Link Failure,,,,,,,,,,,X,TTT_OBSI_FLDC_LCUCCU_MVBLINKFAIL_ON,Alarm generated when CCU MVB Link Failure is reported.,,R095,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",default,default,default,FLDC,RS,NA,NA,CORE,
ATS_GA_AL-275,<PVID><TID> At <TRACKING LOC>: LCU Speed Restriction Application,,,,,,,,,,,X,TTT_OBSI_FLDC_LCUCCU_SPDRESTAPPLIED_ON,The FLDC has reported that there is a CCU (has applied a speed restriction.  This only occurs in UDM mode and in rescue operation.,,R096,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-276,<PVID><TID> At <TRACKING LOC>: CCU Standby Failure,,,,,,,,,,,X,TTT_OBSI_FLDC_LCUCCU_STANDBYFAIL_ON,The FLDC has reported that there is a failure with the CCU that is in standby.,,R097,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-277,<PVID><TID> At <TRACKING LOC>: Train Overweight,,,,,,,,,,,X,TTT_OBSI_FLDC_LCUCCU_TRNOVERWEIGHT_ON,The FLDC has reported that the train is overweight.,,R098,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-278,<PVID><TID> At <TRACKING LOC>: Vehicle Coupler Failure Detection,,,,,,,,,,,X,TTT_OBSI_FLDC_LCUCCU_VEHCOUPFAIL_ON,The FLDC has reported that a vehicle coupler failure has been detected.,,R099,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-279,<PVID><TID> At <TRACKING LOC>: Vehicle Emergency Brake Application,,,,,,,,,,,X,TTT_OBSI_FLDC_LCUCCU_VEHEMERBRAKEAPPIED_ON,The FLDC has reported that the vehicle emergency brake has been applied as detected by the TCMS.,,R100,2,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-280,<PVID><TID> At <TRACKING LOC>: Internal Lights Failure On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_LIGHTING_CARaINTLIGHTFAIL_ON,The FLDC has reported that there is an internal lights failure.,,R101,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-281,<PVID><TID> At <TRACKING LOC>: Two Or More Cars With Emergency Lights Failure,,,,,,,,,,,X,TTT_OBSI_FLDC_LIGHTING_TWOORMOREEMERLIGHTFAIL_ON,The FLDC has reported that emergency lights failure exists on 2 or more cars.,,R102,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-282,<PVID><TID> At <TRACKING LOC>: Two Or More Cars With Internal Lights Failure,,,,,,,,,,,X,TTT_OBSI_FLDC_LIGHTING_TWOORMOREINTLIGHTFAIL_ON,The FLDC has reported that internal lights failure exists on 2 or more cars.,,R103,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-283,<PVID><TID> At <TRACKING LOC>: Car Enabling Circuit Failure,,,,,,,,,,,X,TTT_OBSI_FLDC_MISC_CABENABLINGCIRCUITFAIL_ON,The FLDC has reported that there is a failure with the car enabling circuit.,,R104,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-284,<PVID><TID> At <TRACKING LOC>: Fire Extinguisher Tampering Detected On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_MISC_CARaFIREEXTTAMP_ON,The FLDC has reported that tampering has occurred with the fire extinguisher.,,R105,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-285,<PVID><TID> At <TRACKING LOC>: Line Voltage Missing,,,,,,,,,,,X,TTT_OBSI_FLDC_MISC_LINEVOLTAGEMISSING_ON,The FLDC has reported that line voltage is not inside the operational range.  This is detected if this has persisted for more than 200 msec.,,R106,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-286,<PVID><TID> At <TRACKING LOC>: Propulsion Major Fault On Car <CARa>,,,,,,,,,,,X,TTT_OBSI_FLDC_PROPULS_CARaMAJORFAULT_ON,The FLDC has reported that there is a major fault on the Propulsion TCU.,,R107,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-287,<PVID><TID> At <TRACKING LOC>: Propulsion Cutout Failure Detection After CC Request,,,,,,,,,,,X,TTT_OBSI_FLDC_PROPULS_CUTOUTFAILAFTERCCREQ_ON,The FLDC has reported that a propulsion cutout failure has been detected after a CC request.,,R108,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-288,<PVID><TID> At <TRACKING LOC>: Propulsion TCU Software Incongruity,,,,,,,,,,,X,TTT_OBSI_FLDC_PROPULS_TCUSWINCONGRUITY_ON,The FLDC has reported that there is a Propulsion TCU software incongruity.,,R109,4,Minor,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,FLDC,RS,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
